Stock_No,Make,Model,Trim,Year,Eng,Trans,Color,Mileage,VIN,Options,Warranty Type,EPACity,EPAHighway,Price,Modified,Internet Specials,Sold,Locked,Dealer Certified,Manufacturer Cert.,Home Page Special,KBB Valuation Needs Verification,Rooftop,Type,MSRP,Days in Stock,Photos,NeedsPrinting,,,,,,,
d62383,BMW,X3,xDrive30i,2018,2.0L L4 DOHC 16V,8-Speed Automatic,BLUE,111983,5UXTR9C58JLD62383,Leatherette Upholstery|Heated Front Seats|Panoramic Sunroof|LED Headlights|Adaptive Cruise Control|Lane Departure Warning|Blind Spot Monitoring|Front and Rear Parking Sensors|Rearview Camera|Navigation System|Harman Kardon Premium Audio|Bluetooth Connectivity|USB Ports|Voice Control|Power Liftgate|Dual-Zone Climate Control|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Auto-Dimming Rearview Mirror|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Cruise Control|LED Taillights|Power Mirrors|Heated Mirrors|Rear Defrost|Ambient Interior Lighting|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,22,29,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,8/29/2025,18995,0,42450,0,,,,
331430,BUICK,Allure,CX,2005,3.8L V6 OHV 12V,4-Speed Automatic,,0,2G4WF532951331430,Cloth Upholstery|Manual Front Seats|AM/FM Stereo|CD Player|Auxiliary Input|Air Conditioning|Cruise Control|Power Windows|Power Door Locks|Tilt Steering Wheel|Split Folding Rear Seats|Rear Defrost|Power Mirrors|Steel Wheels|ABS Brakes|Traction Control|Electronic Stability Control|Front Airbags|Side Airbags|Child Safety Locks|Immobilizer|Security System|Auto-Dimming Rearview Mirror|Fog Lights|Tire Pressure Monitoring System|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Voice Control|Climate Control|Digital Instrument Cluster|Keyless Entry|Push Button Start|Bluetooth Connectivity|USB Ports|Satellite Radio|Navigation System|Parking Sensors|Rearview Camera|Heated Mirrors|Ambient Interior Lighting|Power Driver Seat|Power Passenger Seat|Ventilated Front Seats|Panoramic Sunroof|Premium Audio System,AS-IS,0,0,Available,Used,Car,SEDAN 4-DR,,Gasoline,7/16/2025,0,0,0,1500,,,,
228447,BUICK,Enclave,Avenir FWD,2023,3.6L V6 DOHC 24V,9-Speed Automatic,BLACK,12828,5GAERDKW4PJ228447,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Panoramic Sunroof|LED Headlights|Adaptive Cruise Control|Lane Departure Warning|Blind Spot Monitoring|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Bose Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Voice Control|Power Liftgate|Tri-Zone Climate Control|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Auto-Dimming Rearview Mirror|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Cruise Control|LED Taillights|Power Mirrors|Heated Mirrors|Rear Defrost|Ambient Interior Lighting|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,BOF,18,26,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,1/31/2025,48995,0,56695,0,,,,
100117,CADILLAC,CT5,Premium Luxury,2020,2.0L L4 DOHC 16V TURBO,10-Speed Automatic,GRAY,43171,1G6DN5RKXL0100117,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Dual-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|Bose Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,23,32,Available,Used,Car,SEDAN 4-DR,,Gasoline,11/22/2024,0,0,40695,0,,,,
195437,CADILLAC,ESCALADE,ESV Premium Luxury Platinum AW,2021,6.2L V8 OHV 16V,10-Speed Automatic,,69749,1GYS4MKL3MR195437,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|AKG Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,14,19,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,4/24/2025,68995,0,0,0,,,,
149002T,CADILLAC,ESCALADE,ESV Premium 4WD,2015,6.2L V8 OHV 16V FFV,6-Speed Automatic,,204818,1GYS4JKJ2FR149002,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Departure Warning|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Rearview Camera|Navigation System|Bluetooth Connectivity|USB Ports|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|Xenon Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,14,20,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,11/4/2025,21995,21995,0,16600,,,,
266257,CADILLAC,ESCALADE,Sport Platinum AWD,2021,6.2L V8 OHV 16V FFV,10-Speed Automatic,WHITE,43510,1GYS4GKL4MR266257,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|AKG Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,14,19,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,1/3/2025,77995,0,104290,0,,,,
113631,CADILLAC,ESCALADE,Luxury 4WD,2017,6.2L V8 OHV 16V FFV,8-Speed Automatic,BLACK,100263,1GYS4BKJ6HR113631,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Departure Warning|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Rearview Camera|Navigation System|Bluetooth Connectivity|USB Ports|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|Xenon Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,15,20,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,8/1/2025,30995,0,80995,0,,,,
108685,CADILLAC,ESCALADE,Sport Platinum AWD,2025,6.2L V8 OHV 16V,10-Speed Automatic,BLACK,22192,1GYS9GRL8SR108685,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|AKG Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,BOF,14,18,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,9/19/2025,118995,0,119895,0,,,,
314499,CADILLAC,ESCALADE,Sport Platinum AWD,2021,6.2L V8 OHV 16V FFV,10-Speed Automatic,RED,71507,1GYS4GKL6MR314499,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|AKG Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,14,19,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,10/3/2025,68995,0,104290,0,,,,
154965,CADILLAC,ESCALADE,Premium 4WD,2018,6.2L V8 OHV 16V FFV,10-Speed Automatic,,0,1GYS4CKJ4JR154965,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Departure Warning|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Rearview Camera|Navigation System|Bluetooth Connectivity|USB Ports|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|Xenon Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,14,21,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,12/6/2024,0,0,0,25000,,,,
388870,CADILLAC,ESCALADE,ESV Sport Platinum AWD,2023,6.2L V8 OHV 16V FFV,10-Speed Automatic,BLACK,31401,1GYS4RKL5PR388870,Leather Upholstery|Heated Front Seats|Ventilated Front Seats|Heated Rear Seats|Tri-Zone Climate Control|Adaptive Cruise Control|Lane Keep Assist|Blind Spot Monitoring|Rear Cross Traffic Alert|Front and Rear Parking Sensors|Surround View Camera|Navigation System|Wireless Apple CarPlay|Android Auto|AKG Premium Audio|Bluetooth Connectivity|USB Ports|Wireless Charging|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Power Tilt/Telescoping Steering Wheel|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|LED Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Drive Modes|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,BOF,14,18,Available,Used,Truck,SPORT UTILITY 4-DR,,Gasoline,5/7/2025,95000,0,112390,0,,,,
600693,CADILLAC,XLR,Convertible,2006,4.6L V8 DOHC 24V,5-Speed Automatic,SILVER,0,1G6YV36A365600693,Leather Upholstery|Heated Front Seats|Power Convertible Top|Dual-Zone Climate Control|Navigation System|Bluetooth Connectivity|Bose Premium Audio|CD Player|AM/FM Stereo|Auxiliary Input|Power Adjustable Front Seats|Driver Memory Seat|Split Folding Rear Seats|Rain-Sensing Wipers|Keyless Entry|Push Button Start|Leather-Wrapped Steering Wheel|Steering Wheel Audio Controls|Auto-Dimming Rearview Mirror|Ambient Interior Lighting|Xenon Headlights|LED Taillights|Fog Lights|Alloy Wheels|Tire Pressure Monitoring System|Electronic Stability Control|Traction Control|ABS Brakes|Airbags Front and Side|Child Safety Locks|Immobilizer|Security System|Parking Assist|Satellite Radio|Climate Control|Digital Instrument Cluster,AS-IS,17,25,Available,Used,Car,CONVERTIBLE 2-DR,,Gasoline,12/5/2023,0,0,0,15000,,,,
